repositoryName,mcrTags
moom0o/AnarchyExploitFixes,"[code,codegen,generator]"
ueboot/ueboot,"[analysis,annotations,apache,api,binding,cache,client,code,codec,codegen,commons,csv,data,database,defect,directory,engine,excel,forms,ftp,generator,github,google,hibernate,http,ide,io,javax,json,logging,metadata,network,persistence,redis,rest,security,specs,spreadsheet,spring,standard,starter,swagger,tabular,template,testing,ui,upload,validation,web]"
Decave/JCoz,"[api,cli,command-line,logging,parser,slf4j,tools]"
StripesFramework/stripes,"[annotations,apache,api,binding,client,expression,framework,groovy,http,javax,json,jsp,junit,language,logging,mail,metadata,selenium,servlet,specs,spring,standard,taglib,testing,testng,upload,web]"
daydreamdev/MeetingFilm,"[apache,api,barcode,base64,cache,cloud,code,codec,codegen,commons,config,connector,dashboard,database,driver,encoding,engine,ftp,generator,github,google,io,json,jwt,logging,matching,mysql,network,persistence,sdk,security,spring,starter,swagger,template,testing,ui]"
FINRAOS/herd,"[amazon,analysis,annotations,aop,apache,api,aspect,aws,base64,beans,binding,bpm,bridge,build,build-system,cache,cli,client,cloud,codec,codehaus,collections,command-line,commons,compression,computing,config,csv,dao,data,database,date,defect,dependency-injection,directory,doc,dom,driver,eclipse,elastic,elasticsearch,embedded,encoding,encryption,engine,exception,expression,framework,github,google,hadoop,hibernate,html,io,javascript,javax,jaxrs,jboss,jdbc,jms,jpa,json,jsp,junit,jvm,language,ldap,library,logging,mail,mapping,markdown,maven,message,messaging,metadata,mock,mocking,model,mvc,orm,parser,persistence,plugin,pool,postgresql,processor,provider,queue,relational,request,resource,rest,rules,runtime,s3,scala,scheduling,sdk,search,security,server,service,servlet,signing,slf4j,spark,specs,spring,sql,ssl,standard,storage,structures,support,swagger,system,tabular,template,testing,text,time,tools,transaction,ui,validation,web,webservice,xml]"
vincentrussell/sql-to-mongo-db-query-converter,"[analysis,apache,api,bson,cli,code,codegen,command-line,commons,database,date,defect,driver,embedded,generator,github,google,io,json,junit,logging,metadata,mongodb,parser,rules,slf4j,sync,system,testing,time]"
farin/JCloisterZone,"[cli,command-line,functional,github,google,io,json,junit,logging,mock,mocking,parser,slf4j,testing]"
patrickfav/uber-adb-tools,"[ant,apache,build,cli,command-line,parser,tools]"
mwanji/toml4j,"[google,json,junit,library,matching,testing]"
wkeyuan/DWSurvey,"[apache,api,barcode,base64,bytecode,cache,captcha,client,codec,commons,compiler,encoding,generator,google,html,http,io,javax,json,jsp,library,logging,mime,parser,runtime,security,servlet,specs,spring,standard,starter,upload]"
takezoe/stepcounter,"[ant,apache,build,diff,excel,junit,patch,spreadsheet,swing,testing,tools,ui,visual]"
ktuukkan/marine-api,"[junit,testing]"
killme2008/xmemcached,"[api,bridge,cache,client,javax,junit,logging,mocking,slf4j,specs,spring,standard,testing,transaction]"
julietkilo/CANBabel,"[api,binding,javax,junit,specs,standard,testing,xml]"
karakun/OpenWebStart,"[apache,api,build,build-system,commons,compression,engine,framework,google,json,junit,maven,plugin,runtime,spark,testing,web]"
nutzam/nutzboot,"[amqp,analysis,annotations,apache,api,assets,beans,binding,bootstrap,bpm,bridge,bytecode,cache,client,cloud,commons,communication,compiler,config,connector,console,coordination,dao,dashboard,database,dependency-injection,discovery,distributed,driver,eclipse,elastic,elasticsearch,embedded,encryption,engine,event,expression,framework,frontend,ftp,github,http,integration,io,java,javax,jaxrs,jdbc,jetty,json,jsp,junit,language,layout,logging,mail,mapping,matching,message,metrics,mock,mocking,mongodb,mqtt,mvc,mysql,netty,network,orm,parser,persistence,plugin,pojo,pool,pooling,protocol,provider,queue,rabbitmq,reactive,redis,relational,remoting,request,rest,runtime,scheduling,search,security,serialization,server,servlet,slf4j,socket,specs,spring,sql,standard,starter,streaming,support,swagger,swing,template,testing,thrift,tomcat,transaction,transport,tree,ui,web,webapp,webserver,webservice,websocket,xml,yaml,zookeeper]"
jenkinsci/bitbucket-branch-source-plugin,"[api,authentication,jenkins,oauth,plugin,token]"
dstl/baleen,"[amqp,analyzer,annotations,apache,api,binding,bridge,broker,classpath,cli,client,collections,command-line,commons,concurrent,consumer,csv,data,database,driver,eclipse,elastic,elasticsearch,embedded,engine,geo,geospatial,github,google,graph,groovy,html,http,imap,io,iterator,jetty,jms,json,junit,jvm,kafka,language,library,logging,mail,management,math,message,metadata,metrics,mime,mock,mocking,mongodb,monitoring,neo4j,netty,network,nlp,parser,performance,plugin,postgresql,processor,queue,rabbitmq,rdf,redis,resource,scala,search,semantic,server,servlet,slf4j,socket,spatial,sql,streaming,structures,tabular,template,testing,tools,transport,webapp,webserver,yaml]"
ewolff/microservice,"[assets,bootstrap,web]"
arquillian/arquillian-cube,"[annotations,apache,api,assertion,base64,build,build-system,builder,bytecode,classpath,cli,client,codec,commons,compression,console,container,database,dependency-injection,descriptor,docker,eclipse,encoding,engine,framework,ftp,git,github,http,interface,io,javax,jaxrs,jboss,jetty,json,junit,kubernetes,library,logging,matching,maven,metadata,mock,mocking,network,plugin,provider,quality,redis,reflection,remote,reporter,rest,rules,scanning,scm,server,service,slf4j,specs,spring,ssh,standard,starter,system,terminal,testing,version-control,web,webdriver,webserver,yaml]"
lejon/T-SNE-Java,"[apache,charts,cli,command-line,excel,github,graphics,junit,math,parser,spreadsheet,testing,visualization]"
jcabi/jcabi-aspects,"[aop,api,aspect,expression,hibernate,javax,junit,language,logging,persistence,specs,standard,testing,validation,web]"
aws/random-cut-forest-by-aws,"[amazon,api,benchmark,binding,code,codegen,engine,generator,github,io,json,junit,matching,memory,mock,mocking,performance,profiling,runtime,serialization,testing]"
vmware-archive/xenon,"[analysis,analyzer,annotations,apache,api,assertion,benchmark,client,codec,connection,container,defect,distributed,docker,framework,full-text,generator,github,google,http,index,indexing,io,javascript,json,junit,jvm,language,loader,lucene,metadata,mock,netty,network,performance,quality,reporter,scripting,socket,testing,tracing,ui,url]"
lvyahui8/spring-boot-data-aggregator,"[aggregation,apache,code,codegen,commons,config,data,example,generator,github,io,junit,reflection,spring,starter,testing]"
ben-manes/caffeine,"[cache,github,io,junit,reactive,testing]"
javasoze/clue,"[analyzer,apache,api,binding,cli,client,codec,command-line,console,full-text,http,index,indexing,javax,junit,lucene,specs,standard,terminal,testing,xml]"
eclipse-ee4j/jaxb-ri,"[ant,apache,api,binding,build,compiler,eclipse,google,java,junit,mocking,osgi,parser,runtime,streaming,testing,tools,xml]"
javalite/javalite,"[annotations,apache,api,asynchronous,binding,bridge,build,build-system,bytecode,cache,classpath,client,codehaus,commons,compiler,config,database,dependency-injection,dom,driver,eclipse,embedded,engine,framework,github,google,groovy,hsql,html,instrumentation,io,java,javax,jdbc,jetty,jms,json,junit,jvm,kotlin,language,logging,mapping,maven,metadata,migration,mock,mocking,model,mysql,parser,plugin,pooling,postgresql,queue,redis,relational,runtime,server,servlet,slf4j,specs,spring,sql,standard,template,testing,tools,upload,web,webapp,webserver,xml,xpath]"
dustin/java-memcached-client,"[api,beans,dependency-injection,junit,logging,management,metrics,mock,mocking,monitoring,performance,slf4j,spring,testing]"
alexec/docker-maven-plugin,"[annotations,apache,api,bridge,build,build-system,client,codehaus,connector,container,database,docker,driver,hibernate,junit,logging,maven,metadata,mock,mocking,model,module,mysql,orchestration,persistence,plugin,rest,slf4j,testing,tools]"
google/google-api-java-client-samples,"[analytics,apache,api,appengine,authentication,cache,calendar,client,cloud,computing,discovery,framework,google,gwt,http,javax,jetty,json,mime,oauth,sdk,server,service,servlet,specs,standard,storage,ui,web,webserver]"
jasypt/jasypt,"[annotations,aop,apache,api,aspect,beans,bridge,bytecode,cache,collections,dao,database,dependency-injection,dom,embedded,encryption,expression,framework,hibernate,hsql,i18n,ibm,javax,jsp,junit,language,logging,mapping,mvc,persistence,pooling,processor,relational,security,servlet,slf4j,specs,spring,sql,standard,structures,taglib,testing,transaction,validation,web,wicket,xml]"
rest-driver/rest-driver,"[annotations,apache,api,base64,binding,bridge,client,codec,driver,eclipse,encoding,github,google,http,io,javax,jetty,json,junit,library,logging,matching,mime,mock,mocking,proxy,rest,server,servlet,slf4j,specs,standard,testing,web,webserver]"
zalando/riptide,"[analysis,annotations,apache,api,appserver,assertion,authentication,binding,bridge,cache,client,code,codegen,compatibility,concurrent,config,defect,distributed,driver,engine,exception,framework,generator,github,google,http,io,javax,json,junit,logging,management,matching,metadata,metrics,mock,mocking,module,monitoring,netty,network,performance,quality,rest,sdk,server,slf4j,soap,socket,specs,spring,standard,starter,streaming,testing,tracing,web,xml]"
apache/plc4x,"[ads,analysis,annotations,apache,api,assertion,azure,base64,beans,binding,bridge,build,build-system,bytecode,camel,cli,client,codec,codehaus,collections,command-line,commons,compiler,compression,config,connection,connector,csv,date,defect,device,dom,driver,eclipse,elastic,elasticsearch,encoding,encryption,engine,ftp,functional,github,google,groovy,http,influxdb,interface,io,javax,jdbc,jetty,jms,json,junit,jwt,kafka,language,library,logging,manager,matching,math,maven,message,messaging,metadata,metrics,mock,mocking,model,mqtt,native,netty,network,osgi,parser,platform,plugin,pooling,processor,protocol,provider,quality,queue,reactive,reflection,remote,rpc,runtime,sdk,search,security,server,service,slf4j,socket,specs,spring,sql,standard,starter,streaming,structures,support,swagger,tabular,tcp,template,testing,text,time,transport,udp,webserver,xml,yaml]"
amzn/selling-partner-api-models,"[amazon,apache,aws,client,code,codegen,commons,directory,engine,generator,google,http,io,json,junit,logging,mock,mocking,platform,sdk,signing,testing]"
jenkinsci/workflow-cps-global-lib-plugin,"[apache,command-line]"
jmxtrans/jmxtrans,"[amazon,analysis,annotations,apache,api,assertion,aws,base64,bridge,broker,cli,client,cloud,code,codec,codegen,codehaus,command-line,commons,computing,coordination,defect,dependency-injection,distributed,elastic,elasticsearch,encoding,engine,example,expression,fluent,generator,github,google,http,influxdb,io,javax,json,junit,kafka,language,library,logging,matching,message,metadata,metrics,mock,mocking,module,monitoring,parser,pooling,quality,sdk,search,servlet,slf4j,specs,standard,streaming,template,testing,tools,zookeeper]"
vitalidze/traccar-web,"[annotations,apache,api,binding,client,commons,connector,database,dependency-injection,driver,embedded,extension,framework,github,google,gwt,hibernate,jpa,json,junit,mail,mapping,metadata,mock,mocking,mysql,persistence,postgresql,relational,servlet,smtp,sql,testing,ui,upload,validation,web]"
AlmasB/FXTutorials,"[graphics,swing,ui]"
MyCATApache/Mycat-Server,"[analysis,apache,api,bridge,buffer,cache,client,codehaus,collections,commons,concurrency,connector,coordination,csv,database,date,defect,disruptor,distributed,dom,driver,engine,framework,github,google,http,io,json,junit,leveldb,library,logging,matching,metadata,mock,mocking,mongodb,mysql,netty,network,nosql,parser,serialization,slf4j,socket,structures,tabular,template,testing,time,xml]"
jenkinsci/dependency-check-plugin,"[apache,commons,config,jenkins,plugin,workflow]"
qala-io/java-course,"[apache,api,binding,bridge,database,embedded,framework,hibernate,io,javax,jdbc,json,logging,mapping,migration,mock,mvc,orm,persistence,pool,pooling,relational,rest,server,servlet,slf4j,specs,spring,sql,standard,testing,testng,tomcat,transaction,validation,web,webserver]"
robinst/autolink-java,"[benchmark,junit,performance,testing]"
adyliu/jafka,"[api,binding,bridge,cli,framework,github,io,jmx,json,junit,logging,netty,network,parser,slf4j,socket,testing,tools]"
seagull1985/LuckyFrameWeb,"[apache,api,cache,engine,framework,github,html,io,json,netty,network,parser,persistence,security,socket,spring,starter,swagger,template,ui,upload]"
apache/rocketmq-dashboard,"[aop,apache,api,aspect,binding,broker,bytecode,code,codegen,collections,commons,data,framework,generator,google,javax,junit,mock,mocking,pooling,queue,reflection,specs,spring,standard,starter,structures,testing,tools,validation,web,xml,yaml]"
dieselpoint/norm,"[apache,api,connector,database,driver,embedded,javax,jdbc,junit,mock,mocking,mysql,persistence,pool,postgresql,specs,sql,sqlite,standard,testing]"
stanford-futuredata/macrobase,"[analysis,apache,api,binding,bridge,cli,client,command-line,commons,compiler,compression,connector,console,csv,database,defect,dependency-injection,driver,framework,github,google,http,io,javax,jdbc,json,junit,library,logging,matching,math,memory,metadata,monitoring,mysql,off-heap,parser,postgresql,runtime,serialization,service,slf4j,spark,specs,sql,standard,tabular,terminal,testing,web,yaml]"
apolloconfig/apollo,"[apache,api,binding,bytecode,client,connector,database,dependency-injection,driver,embedded,engine,framework,github,google,http,javax,json,junit,lambda,logging,mail,mysql,runtime,slf4j,specs,sql,standard,system,testing,webservice,xml]"
click33/Sa-plus,"[dao,database,github,json,persistence,redis,spring,starter,token]"
jknack/handlebars.java,"[agent,analysis,annotations,apache,api,binding,build,build-system,cache,cli,codehaus,commons,compiler,coverage,date,eclipse,engine,framework,github,google,io,javascript,javax,jetty,json,junit,logging,markdown,maven,metadata,mock,mocking,model,mvc,parser,plugin,runtime,server,servlet,slf4j,specs,spring,standard,template,testing,text,time,tools,web,webapp,webserver,yaml]"
