dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.slf4j:jcl-over-slf4j,org.springframework:spring-web,93,312,289,0.3,0.32,0.32
org.assertj:assertj-core,org.eclipse.jetty:jetty-webapp,25,462,164,0.05,0.15,0.15
commons-fileupload:commons-fileupload,org.apache.httpcomponents:httpmime,47,245,148,0.19,0.32,0.32
io.springfox:springfox-swagger-ui,org.springframework:spring-beans,20,128,254,0.16,0.08,0.16
io.springfox:springfox-swagger-ui,org.apache.curator:curator-recipes,23,128,131,0.18,0.18,0.18
javax.servlet:servlet-api,org.yaml:snakeyaml,31,265,274,0.12,0.11,0.12
org.apache.poi:poi-ooxml,org.hamcrest:hamcrest-all,18,146,236,0.12,0.08,0.12
com.h2database:h2,org.slf4j:log4j-over-slf4j,40,367,125,0.11,0.32,0.32
org.apache.commons:commons-collections4,org.openjdk.jmh:jmh-core,21,232,215,0.09,0.1,0.1
commons-io:commons-io,jakarta.xml.bind:jakarta.xml.bind-api,71,1059,114,0.07,0.62,0.62
org.javassist:javassist,org.springframework:spring-expression,23,229,113,0.1,0.2,0.2
cglib:cglib,io.springfox:springfox-swagger-ui,14,135,128,0.1,0.11,0.11
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.hibernate.validator:hibernate-validator,18,144,101,0.13,0.18,0.18
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework.boot:spring-boot-starter-web,9,144,145,0.06,0.06,0.06
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.commons:commons-csv,19,144,134,0.13,0.14,0.14
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.logging.log4j:log4j-core,41,144,397,0.28,0.1,0.28
com.alibaba:fastjson,org.scala-lang:scala-library,14,338,173,0.04,0.08,0.08
org.apache.commons:commons-csv,org.slf4j:jul-to-slf4j,14,134,153,0.1,0.09,0.1
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.hibernate.validator:hibernate-validator,14,125,101,0.11,0.14,0.14
org.codehaus.groovy:groovy-all,org.testcontainers:testcontainers,10,119,118,0.08,0.08,0.08
javax.annotation:javax.annotation-api,org.projectlombok:lombok,35,244,435,0.14,0.08,0.14
javax.annotation:javax.annotation-api,org.junit.jupiter:junit-jupiter-params,31,244,171,0.13,0.18,0.18
org.slf4j:slf4j-jdk14,org.testng:testng,21,110,286,0.19,0.07,0.19
com.thoughtworks.xstream:xstream,org.json:json,20,127,232,0.16,0.09,0.16
io.netty:netty-handler,org.glassfish.jaxb:jaxb-runtime,18,117,147,0.15,0.12,0.15
org.aspectj:aspectjweaver,org.codehaus.jackson:jackson-mapper-asl,28,171,155,0.16,0.18,0.18
org.apache.commons:commons-lang3,org.postgresql:postgresql,130,994,251,0.13,0.52,0.52
org.apache.commons:commons-lang3,org.slf4j:log4j-over-slf4j,77,994,125,0.08,0.62,0.62
org.eclipse.jetty:jetty-webapp,org.testng:testng,26,164,286,0.16,0.09,0.16
org.eclipse.jetty:jetty-webapp,org.springframework:spring-web,50,164,289,0.3,0.17,0.3
org.apache.curator:curator-framework,org.springframework:spring-orm,10,119,126,0.08,0.08,0.08
com.google.code.findbugs:jsr305,org.glassfish.jaxb:jaxb-runtime,30,332,147,0.09,0.2,0.2
commons-configuration:commons-configuration,org.slf4j:jul-to-slf4j,19,149,153,0.13,0.12,0.13
org.apache.derby:derby,org.quartz-scheduler:quartz,21,101,141,0.21,0.15,0.21
javax.servlet:jstl,org.bouncycastle:bcpkix-jdk15on,6,124,155,0.05,0.04,0.05
org.apache.httpcomponents:httpmime,org.mybatis:mybatis,13,148,126,0.09,0.1,0.1
commons-httpclient:commons-httpclient,javax.mail:mail,35,139,156,0.25,0.22,0.25
com.fasterxml.jackson.core:jackson-databind,javax.servlet.jsp:jsp-api,48,850,106,0.06,0.45,0.45
com.squareup.okhttp3:okhttp,org.ow2.asm:asm,20,232,183,0.09,0.11,0.11
ch.qos.logback:logback-core,org.slf4j:slf4j-simple,36,227,386,0.16,0.09,0.16
com.fasterxml.jackson.core:jackson-annotations,javax.ws.rs:javax.ws.rs-api,66,448,137,0.15,0.48,0.48
com.fasterxml.jackson.core:jackson-annotations,org.mybatis.spring.boot:mybatis-spring-boot-starter,17,448,142,0.04,0.12,0.12
org.postgresql:postgresql,org.springframework:spring-webmvc,33,251,265,0.13,0.12,0.13
com.google.guava:guava,org.jsoup:jsoup,116,1199,238,0.1,0.49,0.49
javax.servlet:javax.servlet-api,org.elasticsearch:elasticsearch,39,491,125,0.08,0.31,0.31
javax.servlet:javax.servlet-api,org.apache.commons:commons-text,54,491,188,0.11,0.29,0.29
javax.servlet:javax.servlet-api,org.postgresql:postgresql,80,491,251,0.16,0.32,0.32
javax.inject:javax.inject,org.hamcrest:hamcrest-all,29,189,236,0.15,0.12,0.15
javax.inject:javax.inject,org.eclipse.jetty:jetty-util,27,189,113,0.14,0.24,0.24
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.commons:commons-collections4,22,110,232,0.2,0.09,0.2
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.apache.derby:derby,8,110,101,0.07,0.08,0.08
org.apache.ant:ant,org.apache.httpcomponents:httpclient,52,153,680,0.34,0.08,0.34
org.apache.ant:ant,org.apache.logging.log4j:log4j-slf4j-impl,13,153,248,0.08,0.05,0.08
org.springframework:spring-aop,redis.clients:jedis,29,180,184,0.16,0.16,0.16
org.antlr:antlr4-runtime,org.codehaus.jackson:jackson-mapper-asl,11,116,155,0.09,0.07,0.09
org.antlr:antlr4-runtime,org.apache.curator:curator-framework,11,116,119,0.09,0.09,0.09
org.hamcrest:hamcrest-core,org.springframework:spring-web,34,219,289,0.16,0.12,0.16
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.mybatis:mybatis,30,142,126,0.21,0.24,0.24
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.springframework:spring-core,21,142,337,0.15,0.06,0.15
com.fasterxml.jackson.core:jackson-core,io.springfox:springfox-swagger-ui,32,538,128,0.06,0.25,0.25
com.sun.xml.bind:jaxb-impl,org.apache.commons:commons-collections4,31,162,232,0.19,0.13,0.19
com.sun.xml.bind:jaxb-impl,org.eclipse.jetty:jetty-util,18,162,113,0.11,0.16,0.16
org.eclipse.jetty:jetty-servlet,org.testng:testng,40,203,286,0.2,0.14,0.2
com.google.protobuf:protobuf-java,org.apache.poi:poi,13,270,138,0.05,0.09,0.09
com.google.inject:guice,org.hamcrest:hamcrest-all,25,192,236,0.13,0.11,0.13
org.springframework:spring-jdbc,org.springframework:spring-tx,126,220,172,0.57,0.73,0.73
org.junit.jupiter:junit-jupiter-api,org.springframework:spring-core,36,288,337,0.13,0.11,0.13
org.mockito:mockito-all,org.mockito:mockito-core,71,367,922,0.19,0.08,0.19
com.googlecode.json-simple:json-simple,org.codehaus.jackson:jackson-mapper-asl,29,157,155,0.18,0.19,0.19
com.googlecode.json-simple:json-simple,org.scala-lang:scala-library,16,157,173,0.1,0.09,0.1
jakarta.xml.bind:jakarta.xml.bind-api,org.junit.jupiter:junit-jupiter-engine,27,114,344,0.24,0.08,0.24
org.springframework:spring-orm,org.springframework:spring-test,104,126,341,0.83,0.3,0.83
com.jayway.jsonpath:json-path,javax.activation:activation,10,129,105,0.08,0.1,0.1
commons-codec:commons-codec,io.netty:netty-all,85,596,230,0.14,0.37,0.37
org.apache.logging.log4j:log4j-core,org.junit.vintage:junit-vintage-engine,35,397,122,0.09,0.29,0.29
mysql:mysql-connector-java,org.apache.commons:commons-compress,68,536,244,0.13,0.28,0.28
org.apache.hadoop:hadoop-common,org.codehaus.jackson:jackson-core-asl,27,143,102,0.19,0.26,0.26
com.google.code.gson:gson,org.apache.commons:commons-csv,66,674,134,0.1,0.49,0.49
javax.activation:activation,javax.mail:mail,25,105,156,0.24,0.16,0.24
javax.activation:activation,org.slf4j:slf4j-log4j12,36,105,521,0.34,0.07,0.34
net.java.dev.jna:jna,org.codehaus.groovy:groovy-all,14,162,119,0.09,0.12,0.12
net.java.dev.jna:jna,org.slf4j:log4j-over-slf4j,12,162,125,0.07,0.1,0.1
org.slf4j:slf4j-api,org.springframework:spring-core,248,1420,337,0.17,0.74,0.74
io.springfox:springfox-swagger2,org.eclipse.jetty:jetty-webapp,3,142,164,0.02,0.02,0.02
io.springfox:springfox-swagger2,javax.activation:activation,7,142,105,0.05,0.07,0.07
org.slf4j:log4j-over-slf4j,org.springframework:spring-context,43,125,435,0.34,0.1,0.34
org.apache.maven:maven-core,org.postgresql:postgresql,21,192,251,0.11,0.08,0.11
javax.xml.bind:jaxb-api,org.hsqldb:hsqldb,46,305,197,0.15,0.23,0.23
javax.xml.bind:jaxb-api,redis.clients:jedis,30,305,184,0.1,0.16,0.16
org.hsqldb:hsqldb,org.openjdk.jmh:jmh-generator-annprocess,16,197,202,0.08,0.08,0.08
org.aspectj:aspectjrt,org.springframework:spring-web,46,111,289,0.41,0.16,0.41
org.aspectj:aspectjrt,org.openjdk.jmh:jmh-generator-annprocess,6,111,202,0.05,0.03,0.05
commons-validator:commons-validator,org.slf4j:jcl-over-slf4j,26,108,312,0.24,0.08,0.24
commons-io:commons-io,log4j:log4j,228,1059,483,0.22,0.47,0.47
com.zaxxer:HikariCP,org.springframework:spring-context,47,147,435,0.32,0.11,0.32
org.junit.jupiter:junit-jupiter-params,org.springframework.boot:spring-boot-starter-web,9,171,145,0.05,0.06,0.06
org.junit.jupiter:junit-jupiter-params,org.slf4j:slf4j-api,96,171,1420,0.56,0.07,0.56
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.httpcomponents:httpclient,65,144,680,0.45,0.1,0.45
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.apache.lucene:lucene-core,14,144,140,0.1,0.1,0.1
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,41,144,110,0.28,0.37,0.37
commons-cli:commons-cli,org.junit.jupiter:junit-jupiter-engine,48,384,344,0.13,0.14,0.14
org.springframework:spring-context-support,org.yaml:snakeyaml,27,155,274,0.17,0.1,0.17
javax.mail:mail,org.quartz-scheduler:quartz,32,156,141,0.21,0.23,0.23
org.apache.lucene:lucene-core,org.junit.jupiter:junit-jupiter-params,8,140,171,0.06,0.05,0.06
org.apache.lucene:lucene-core,org.awaitility:awaitility,13,140,161,0.09,0.08,0.09
com.thoughtworks.xstream:xstream,org.powermock:powermock-module-junit4,14,127,205,0.11,0.07,0.11
com.thoughtworks.xstream:xstream,org.apache.avro:avro,12,127,121,0.09,0.1,0.1
com.google.code.findbugs:jsr305,javax.servlet.jsp:jsp-api,13,332,106,0.04,0.12,0.12
javax.ws.rs:javax.ws.rs-api,org.apache.zookeeper:zookeeper,22,137,193,0.16,0.11,0.16
org.hamcrest:hamcrest-all,org.powermock:powermock-module-junit4,33,236,205,0.14,0.16,0.16
commons-httpclient:commons-httpclient,org.junit.jupiter:junit-jupiter-engine,13,139,344,0.09,0.04,0.09
com.jcraft:jsch,org.apache.commons:commons-collections4,20,101,232,0.2,0.09,0.2
com.fasterxml.jackson.core:jackson-databind,org.springframework.boot:spring-boot-starter-web,82,850,145,0.1,0.57,0.57
org.apache.commons:commons-text,org.eclipse.jetty:jetty-util,26,188,113,0.14,0.23,0.23
com.squareup.okhttp3:okhttp,org.easymock:easymock,9,232,183,0.04,0.05,0.05
ch.qos.logback:logback-core,org.antlr:antlr4-runtime,14,227,116,0.06,0.12,0.12
com.fasterxml.jackson.core:jackson-annotations,org.apache.zookeeper:zookeeper,73,448,193,0.16,0.38,0.38
com.fasterxml.jackson.core:jackson-annotations,org.antlr:antlr4-runtime,36,448,116,0.08,0.31,0.31
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-test,103,448,341,0.23,0.3,0.3
org.postgresql:postgresql,org.powermock:powermock-module-junit4,38,251,205,0.15,0.19,0.19
javax.servlet.jsp:jsp-api,org.mockito:mockito-core,33,106,922,0.31,0.04,0.31
javax.inject:javax.inject,org.apache.maven:maven-artifact,21,189,125,0.11,0.17,0.17
org.apache.ant:ant,org.springframework:spring-expression,13,153,113,0.08,0.12,0.12
org.hamcrest:hamcrest-core,org.springframework.security:spring-security-web,15,219,100,0.07,0.15,0.15
org.scala-lang:scala-library,org.testng:testng,25,173,286,0.14,0.09,0.14
com.fasterxml.jackson.core:jackson-core,org.codehaus.groovy:groovy-all,43,538,119,0.08,0.36,0.36
org.eclipse.jetty:jetty-servlet,org.quartz-scheduler:quartz,34,203,141,0.17,0.24,0.24
org.mockito:mockito-all,org.testng:testng,55,367,286,0.15,0.19,0.19
joda-time:joda-time,org.apache.maven:maven-core,29,381,192,0.08,0.15,0.15
com.googlecode.json-simple:json-simple,commons-validator:commons-validator,22,157,108,0.14,0.2,0.2
com.googlecode.json-simple:json-simple,org.mongodb:mongo-java-driver,24,157,119,0.15,0.2,0.2
org.junit.jupiter:junit-jupiter-engine,org.springframework.security:spring-security-web,15,344,100,0.04,0.15,0.15
org.junit.jupiter:junit-jupiter-engine,org.mongodb:mongo-java-driver,13,344,119,0.04,0.11,0.11
org.junit.jupiter:junit-jupiter-engine,org.quartz-scheduler:quartz,18,344,141,0.05,0.13,0.13
javax.activation:activation,org.scala-lang:scala-library,13,105,173,0.12,0.08,0.12
org.junit.jupiter:junit-jupiter,org.slf4j:slf4j-log4j12,18,157,521,0.11,0.03,0.11
org.easymock:easymock,org.javassist:javassist,34,183,229,0.19,0.15,0.19
org.apache.commons:commons-pool2,org.apache.curator:curator-framework,14,117,119,0.12,0.12,0.12
net.java.dev.jna:jna,org.mockito:mockito-junit-jupiter,14,162,118,0.09,0.12,0.12
org.apache.avro:avro,org.apache.httpcomponents:httpmime,13,121,148,0.11,0.09,0.11
org.slf4j:jcl-over-slf4j,org.springframework:spring-core,99,312,337,0.32,0.29,0.32
commons-fileupload:commons-fileupload,commons-io:commons-io,186,245,1059,0.76,0.18,0.76
org.freemarker:freemarker,org.springframework:spring-tx,23,153,172,0.15,0.13,0.15
org.apache.poi:poi-ooxml,org.testng:testng,16,146,286,0.11,0.06,0.11
com.h2database:h2,org.springframework:spring-core,91,367,337,0.25,0.27,0.27
commons-validator:commons-validator,log4j:log4j,34,108,483,0.31,0.07,0.31
cglib:cglib,javax.servlet.jsp:jsp-api,23,135,106,0.17,0.22,0.22
org.junit.jupiter:junit-jupiter-params,org.projectlombok:lombok,38,171,435,0.22,0.09,0.22
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.junit.jupiter:junit-jupiter-params,23,144,171,0.16,0.13,0.16
org.mongodb:mongo-java-driver,org.springframework:spring-web,26,119,289,0.22,0.09,0.22
commons-cli:commons-cli,org.freemarker:freemarker,25,384,153,0.07,0.16,0.16
commons-cli:commons-cli,org.apache.commons:commons-text,53,384,188,0.14,0.28,0.28
org.hibernate:hibernate-validator,org.mockito:mockito-core,54,150,922,0.36,0.06,0.36
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.apache.maven:maven-plugin-api,27,125,267,0.22,0.1,0.22
commons-net:commons-net,org.junit.jupiter:junit-jupiter-api,22,129,288,0.17,0.08,0.17
javax.mail:mail,redis.clients:jedis,25,156,184,0.16,0.14,0.16
com.thoughtworks.xstream:xstream,org.apache.lucene:lucene-core,21,127,140,0.17,0.15,0.17
org.hibernate:hibernate-core,org.springframework.boot:spring-boot-starter-web,22,191,145,0.12,0.15,0.15
com.google.code.findbugs:jsr305,com.h2database:h2,60,332,367,0.18,0.16,0.18
com.google.code.findbugs:jsr305,org.eclipse.jetty:jetty-util,34,332,113,0.1,0.3,0.3
ch.qos.logback:logback-classic,mysql:mysql-connector-java,169,701,536,0.24,0.32,0.32
org.apache.velocity:velocity,org.jsoup:jsoup,22,125,238,0.18,0.09,0.18
org.apache.velocity:velocity,org.mockito:mockito-core,41,125,922,0.33,0.04,0.33
org.apache.velocity:velocity,org.junit.jupiter:junit-jupiter,6,125,157,0.05,0.04,0.05
org.codehaus.jackson:jackson-core-asl,org.testcontainers:testcontainers,6,102,118,0.06,0.05,0.06
org.codehaus.jackson:jackson-core-asl,org.easymock:easymock,19,102,183,0.19,0.1,0.19
javax.ws.rs:javax.ws.rs-api,org.hibernate:hibernate-validator,20,137,150,0.15,0.13,0.15
javax.ws.rs:javax.ws.rs-api,javax.xml.bind:jaxb-api,45,137,305,0.33,0.15,0.33
org.hamcrest:hamcrest-all,org.postgresql:postgresql,36,236,251,0.15,0.14,0.15
org.mockito:mockito-core,org.slf4j:slf4j-jdk14,47,922,110,0.05,0.43,0.43
org.mockito:mockito-core,org.slf4j:jul-to-slf4j,84,922,153,0.09,0.55,0.55
org.mockito:mockito-core,org.openjdk.jmh:jmh-core,88,922,215,0.1,0.41,0.41
org.slf4j:jul-to-slf4j,org.springframework:spring-webmvc,25,153,265,0.16,0.09,0.16
org.apache.derby:derby,org.scala-lang:scala-library,22,101,173,0.22,0.13,0.22
commons-httpclient:commons-httpclient,org.apache.commons:commons-pool2,11,139,117,0.08,0.09,0.09
com.jcraft:jsch,org.reflections:reflections,18,101,172,0.18,0.1,0.18
com.fasterxml.jackson.core:jackson-databind,org.assertj:assertj-core,143,850,462,0.17,0.31,0.31
org.apache.commons:commons-text,org.hibernate:hibernate-validator,15,188,150,0.08,0.1,0.1
org.apache.commons:commons-text,org.openjdk.jmh:jmh-core,29,188,215,0.15,0.13,0.15
org.apache.commons:commons-text,org.glassfish.jaxb:jaxb-runtime,34,188,147,0.18,0.23,0.23
com.squareup.okhttp3:okhttp,org.apache.commons:commons-pool2,16,232,117,0.07,0.14,0.14
ch.qos.logback:logback-core,org.springframework:spring-jdbc,36,227,220,0.16,0.16,0.16
org.postgresql:postgresql,org.slf4j:jcl-over-slf4j,55,251,312,0.22,0.18,0.22
org.postgresql:postgresql,xerces:xercesImpl,31,251,113,0.12,0.27,0.27
com.google.guava:guava,org.apache.commons:commons-compress,157,1199,244,0.13,0.64,0.64
javax.servlet:javax.servlet-api,org.codehaus.groovy:groovy-all,48,491,119,0.1,0.4,0.4
javax.servlet:javax.servlet-api,org.apache.commons:commons-lang3,231,491,994,0.47,0.23,0.47
org.codehaus.plexus:plexus-utils,org.openjdk.jmh:jmh-generator-annprocess,16,144,202,0.11,0.08,0.11
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.yaml:snakeyaml,29,110,274,0.26,0.11,0.26
org.apache.ant:ant,org.apache.httpcomponents:httpmime,15,153,148,0.1,0.1,0.1
org.apache.ant:ant,org.apache.curator:curator-recipes,6,153,131,0.04,0.05,0.05
org.apache.ant:ant,org.apache.maven:maven-core,40,153,192,0.26,0.21,0.26
commons-beanutils:commons-beanutils,org.apache.commons:commons-collections4,79,281,232,0.28,0.34,0.34
commons-beanutils:commons-beanutils,org.springframework:spring-tx,54,281,172,0.19,0.31,0.31
commons-beanutils:commons-beanutils,org.junit.vintage:junit-vintage-engine,19,281,122,0.07,0.16,0.16
org.scala-lang:scala-library,org.springframework:spring-tx,16,173,172,0.09,0.09,0.09
com.fasterxml.jackson.core:jackson-core,org.springframework.security:spring-security-web,46,538,100,0.09,0.46,0.46
com.google.protobuf:protobuf-java,org.springframework:spring-tx,15,270,172,0.06,0.09,0.09
org.apache.logging.log4j:log4j-slf4j-impl,org.hibernate:hibernate-validator,16,248,150,0.06,0.11,0.11
com.google.inject:guice,org.springframework:spring-context,41,192,435,0.21,0.09,0.21
com.google.inject:guice,com.squareup.okhttp3:okhttp,15,192,232,0.08,0.06,0.08
org.springframework.boot:spring-boot-starter-test,org.springframework:spring-webmvc,27,130,265,0.21,0.1,0.21
org.bouncycastle:bcpkix-jdk15on,org.postgresql:postgresql,31,155,251,0.2,0.12,0.2
jakarta.xml.bind:jakarta.xml.bind-api,org.apache.commons:commons-csv,10,114,134,0.09,0.07,0.09
jakarta.xml.bind:jakarta.xml.bind-api,org.mockito:mockito-all,10,114,367,0.09,0.03,0.09
junit:junit,org.mockito:mockito-all,310,2290,367,0.14,0.84,0.84
org.apache.logging.log4j:log4j-core,org.springframework:spring-orm,26,397,126,0.07,0.21,0.21
commons-lang:commons-lang,org.springframework:spring-test,95,444,341,0.21,0.28,0.28
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-expression,18,344,113,0.05,0.16,0.16
org.junit.jupiter:junit-jupiter-engine,org.slf4j:log4j-over-slf4j,23,344,125,0.07,0.18,0.18
mysql:mysql-connector-java,org.codehaus.groovy:groovy-all,42,536,119,0.08,0.35,0.35
mysql:mysql-connector-java,org.jsoup:jsoup,68,536,238,0.13,0.29,0.29
org.apache.curator:curator-recipes,org.springframework:spring-context,48,131,435,0.37,0.11,0.37
com.google.code.gson:gson,javax.mail:mail,65,674,156,0.1,0.42,0.42
org.apache.httpcomponents:httpcore,org.slf4j:slf4j-jdk14,22,268,110,0.08,0.2,0.2
org.apache.httpcomponents:httpcore,org.testcontainers:testcontainers,33,268,118,0.12,0.28,0.28
javax.activation:activation,org.eclipse.jetty:jetty-server,22,105,265,0.21,0.08,0.21
javax.activation:activation,org.apache.commons:commons-math3,21,105,183,0.2,0.11,0.2
com.alibaba:druid,org.jsoup:jsoup,15,148,238,0.1,0.06,0.1
commons-fileupload:commons-fileupload,org.jsoup:jsoup,49,245,238,0.2,0.21,0.21
io.springfox:springfox-swagger-ui,org.json:json,11,128,232,0.09,0.05,0.09
org.freemarker:freemarker,org.testcontainers:testcontainers,7,153,118,0.05,0.06,0.06
org.apache.poi:poi-ooxml,org.javassist:javassist,26,146,229,0.18,0.11,0.18
org.apache.commons:commons-collections4,org.eclipse.jetty:jetty-server,49,232,265,0.21,0.18,0.21
io.netty:netty-all,org.hibernate.validator:hibernate-validator,17,230,101,0.07,0.17,0.17
com.zaxxer:HikariCP,org.apache.logging.log4j:log4j-api,36,147,321,0.24,0.11,0.24
cglib:cglib,org.apache.derby:derby,13,135,101,0.1,0.13,0.13
cglib:cglib,redis.clients:jedis,28,135,184,0.21,0.15,0.21
cglib:cglib,org.openjdk.jmh:jmh-generator-annprocess,11,135,202,0.08,0.05,0.08
org.elasticsearch:elasticsearch,org.mybatis.spring.boot:mybatis-spring-boot-starter,14,125,142,0.11,0.1,0.11
